CARRIER,CODE,NAME
COSU,CNP2,Southeast & South Asia-CNP2
COSU,CPNW,Trans-Pacific-CPNW
COSU,CPX,CHINA - PAKISTAN - INDIA EXPRESS SERVICE
COSU,CSE,Southeast & South Asia-CSE
COSU,CSP,SOUTH CHINA - SHOUTH PACIFIC SERVICE
COSU,CTI1,Southeast & South Asia-CTI1
COSU,CTJ,Southeast & South Asia-CTJ
COSU,CTW1,NORTH CHINA TAIWAN SERVICE
COSU,CTW2,SHANGHAI KAOHSIUNG KEELUNG SERVICE
COSU,CTW3,SHANGHAI TAICHUNG KEELUNG SERVICE
COSU,CTW9,NINGBO - TAIWAN SERVICE
COSU,CT2,Southeast & South Asia-CT2
COSU,CT3,Southeast & South Asia-CT3
COSU,CVX1,Southeast & South Asia-CVX1
COSU,CV1,Southeast & South Asia-CV1
COSU,CV2,CHINA VIETNAM EXPRESS SERVICE 2
COSU,CV2-N,Southeast & South Asia-CV2-N
COSU,CV3,Southeast & South Asia-CV3
COSU,CV5,Southeast & South Asia-CV5
COSU,CYH,Southeast & South Asia-CYH
COSU,EAG,EUROPE - AMERICAN - GULF SERVICE
COSU,EAX1,ASIA - EAST AFRICA SERVICE 1
COSU,EAX2,ASIA - EAST AFRICA SERVICE 2
COSU,ECX,EASTERN CARIBBEAN SERVICE
COSU,EMA,EAST MEDITERRANEAN  - AMERICA SERVICE
COSU,EPIC1,Europe-EPIC1
COSU,EPIC2,Europe-EPIC2
COSU,EPIC3,EUROPEAN PAKISTANESE INDIA CONSORTIUM SERVICE - EPI3
COSU,EPNW,Trans-Pacific-EPNW
COSU,ESA,ASIA - SOUTH AFRICA - SOUTH AMERCIA SERVICE
COSU,ESA2,SOUTH AMERICA-EAST COAST-ASIA SERVICE 2
COSU,ESE,EUROPE SOUTH AMERICA EAST COAST SERVICE
COSU,EWX,EUROPE SOUTH AMERICA WEST COAST SERVICE
COSU,FCE,CHENNAI EXPRESS SERVICE
COSU,FCS,FAR EAST CHENNAI SERVICE
COSU,GCX,GUATEMALA COLOMBIA EXPRESS SERVICE
COSU,GEX1,GATEWAY - EXPRESS SERVICE 1
COSU,GEX2,GATEWAY - EXPRESS SERVICE 2
COSU,GME,Trans-Pacific-GME
COSU,GME2,Trans-Pacific-GME2
COSU,GMI,GRAND MALAYSIA - INDONESIA SERVICE
COSU,HPX2,HAIPHONG - PUSAN EXPRESS SERVICE 2
COSU,HRS1+3,Europe Feeder&Trans-Atlantic-HRS1+3
COSU,HRS2,Europe Feeder&Trans-Atlantic-HRS2
COSU,IC18,SHANGHAI - YINGKOU - JINGZHOU - SHANGHAI SERVICE
COSU,IC28,SHANTOU - XIAMEN SERVICE
COSU,IC5,SHANGHAI - YANTAI - YINGKOU SERVICE
COSU,IEX,Europe-IEX
COSU,IFS,IBERIAN FEEDER SERVICE
COSU,IGX,Asian Pacific-IGX
COSU,IHX,INDONESIA HOCHIMINH EXPRESS SERVICE
COSU,IMEX,Europe-IMEX
COSU,INX1,Europe Feeder&Trans-Atlantic-INX1
COSU,INX4,Europe Feeder&Trans-Atlantic-INX4
COSU,IPE,Trans-Pacific-IPE
COSU,IQQ,IQUIQUE FEEDER SERVICE
COSU,ITS,INDONESIA - THAILAND STRAITS SERVICE
COSU,JCV,Southeast & South Asia-JCV
COSU,JKN,JAPAN - KOREA - HONG KONG - NEW ZEALAND SERVICE
COSU,JPI,Southeast & South Asia-JPI
COSU,JPSW,Trans-Pacific-JPSW
COSU,JSM,JAPAN - SINGAPORE - MALAYSIA SERVICE
COSU,JTS,XIAMEN - JAPAN SERVICE
COSU,KAX,KUWAIT ABU DHABI EXPRESS SERVICE
COSU,KCM2,Southeast & South Asia-KCM2
COSU,KCS1,QINGDAO - SURABAYA SERVICE
COSU,KCS2,Southeast & South Asia-KCS2
COSU,KGS,KARACHI GWADAR GULF EXPRESS SERVICE
COSU,KTS,SINGAPORE MALAYSIA SERVICE
COSU,KTX1,Southeast & South Asia-KTX1
COSU,KTX3,Southeast & South Asia-KTX3
COSU,KTX6,Southeast & South Asia-KTX6
COSU,LGX1,LIMASSOL GREECE EXPRESS SERVICE 1
COSU,MCX,MEXICO - CENTRAL AMERICA FEEDER SERVICE
COSU,MENA,MEDITERRANEAN NORTH AMERICA EXPRESS SERVICE
COSU,MEX,MIDDLE EAST EXPRESS SERVICE
COSU,MEX4,MIDLLE EAST EXPRESS SERVICE 4
COSU,MEX5,Asian Pacific-MEX5
COSU,MFS,Europe Feeder&Trans-Atlantic-MFS
COSU,MF6,MALAYSIA FEEDER SERVICE 6
COSU,MINA,Europe-MINA
COSU,MIX,MEXICO - CARIBBEAN EXPRESS SERVICE
COSU,MPNW,Trans-Pacific-MPNW
COSU,MTS,MYANMAR THAILAND STRAITS SERVICE
COSU,MWAX,MEDITERRANEAN - WEST AFRICA SERVICE
COSU,NBX,Europe Feeder&Trans-Atlantic-NBX
COSU,NCT,Southeast & South Asia-NCT
COSU,NET2,NORTH EUROPE AND TURKEY EXPRESS SERVICE 2
COSU,NFS-AARHUS-HAMBURG,NORTH FEEDER SERVICE
COSU,NFS-COPENHAGEN-HAMBURG,NORTH FEEDER SERVICE
COSU,NFS-HAMBURG-GDYNIA,NORTH FEEDER SERVICE
COSU,NFS-HAMBURG-NORRKOPING,NORTH FEEDER SERVICE
COSU,NFS-HAMBURG-RAUMA,NORTH FEEDER SERVICE
COSU,NFS-HAMBURG-RIGA,NORTH FEEDER SERVICE
COSU,NFS-HELSINKI-HAMBURG,NORTH FEEDER SERVICE
COSU,NFS-KLAIPEDA-ROTTERDAM,NORTH FEEDER SERVICE
COSU,NFS-MOSS-HAMBURG,NORTH FEEDER SERVICE
COSU,NFS-STOCKHOLM-HAMBURG,NORTH FEEDER SERVICE
COSU,NFS-TALLINN-HAMBURG,NORTH FEEDER SERVICE
COSU,NP1,SINGAPORE NORTH PHILIPPINES SERVICE 1
COSU,NVX,SINGAPORE - NORTH VIETNAM SERVICE
COSU,NZS,SOUTH ASIA AUSTRALIA - NEW ZEALAND SERVICE
COSU,OPNW,Trans-Pacific-OPNW
COSU,PAH,COLON - PORT AU PRINCE SERVICE
COSU,PA1,PAN ASIA SERVICE 1
COSU,PBX,Europe Feeder&Trans-Atlantic-PBX
COSU,PCX,PANAMA COSTA RICA COLOMBIA GUATEMALA EXPRESS SERVICE 2
COSU,PFX,Europe Feeder&Trans-Atlantic-PFX
COSU,PFX2,Europe Feeder&Trans-Atlantic-PFX2
COSU,PFX3,Europe Feeder&Trans-Atlantic-PFX3
COSU,PLM,SINGAPORE - PALEMBANG SERVICE
COSU,PLX1,Europe Feeder&Trans-Atlantic-PLX1
COSU,PMX,PAKISTAN - MUNDRA EXPRESS SERVICE
COSU,PNK,PONTIANAK - SINGAPORE SERVICE
COSU,PNX,Europe Feeder&Trans-Atlantic-PNX
COSU,PRS,Europe Feeder&Trans-Atlantic-PRS
COSU,PVS,Europe Feeder&Trans-Atlantic-PVS
COSU,QVS,Southeast & South Asia-QVS
COSU,RBC2,Southeast & South Asia-RBC2
COSU,RES2,RED SEA EXPRESS SERVICE 2
COSU,RFS,Europe Feeder&Trans-Atlantic-RFS
COSU,RFS2,Europe Feeder&Trans-Atlantic-RFS2
COSU,RFS3,Europe Feeder&Trans-Atlantic-RFS3
COSU,RFS4,Europe Feeder&Trans-Atlantic-RFS4
COSU,RFS6,Europe Feeder&Trans-Atlantic-RFS6
COSU,SCT,SOUTH CHINA - TAIWAN SERVICE
COSU,SCX2,SINGAPORE CHITTAGONG EXPRESS SERVICE 2
COSU,SEA,Trans-Pacific-SEA
COSU,SEA2,Trans-Pacific-SEA2
COSU,SF1,SINGAPORE CEBU SERVICE
COSU,SF15,COLOMBO - TUTICORIN SERVICE
COSU,SF7,SINGAPORE - MALAYSIA FEEDER SERVICE
COSU,SF8,SINGAPORE - MALAYSIA FEEDER SERVICE
COSU,SF9,SINGAPORE - PALEMBANG SERVICE 9
COSU,SHS,SIHANOUKVILE SERVICE
COSU,SHS2,SINGAPORE - SIHANOUKVILE SERVICE 2
COSU,SKS2,SHANGHAI TUESDAY KANSAI SERVICE
COSU,SKS6,SHANGHAI SATURDAY KANSAI SERVICE
COSU,SKT2,SHANGHAI TUESDAY KANTO SERVICE
COSU,SKT4,SHANGHAI THURSDAY KANTO SERVICE
COSU,SKT5,SHANGHAI FRIDAY KANTO SERVICE
COSU,SKT6,SHANGHAI SATURDAY KANTO SERVICE
COSU,SKT7,SHANGHAI SUNDAY KANTO SERVICE
COSU,SKX2,SINGAPORE KOLKATA EXPRESS SERVICE 2
COSU,SKY1,SHANGHAI SKYSHU SERVICE
COSU,SNG5,SHANGHAI FRIDAY NAGOYA SERVICE
COSU,SNG7,SHANGHAI SUNDAY NAGOYA SERVICE
COSU,SNX1,Europe Feeder&Trans-Atlantic-SNX1
COSU,SNX3,Europe Feeder&Trans-Atlantic-SNX3
COSU,SRX1,SINGAPORE - SEMARANG SERVICE 1
COSU,SRX2,SINGAPORE - SEMARANG SERVICE 2
COSU,SSX1,SINGAPORE - SURABAYA SERVICE 1
COSU,SVG,Southeast & South Asia-SVG
COSU,TAE,NORTH ATLANTIK SERVICE OA JOINT SERVICE
COSU,TBX1,TURKEY BLACK SEA EXPRESS SERVICE 1
COSU,TCX,THAILAND - CHENNAI EXPRESS SERVICE
COSU,UIG,UAE - INDIA - GULF EXPRESS SERVICE
COSU,VF1,VIETNAM FEEDER SERVICE
COSU,VJS,VIETNAM JOHOR SERVICE
COSU,VMS1,VIETNAM - MALAYSIA SERVICE 1
COSU,VTS,VIETNAM THAILAND SERVICE
COSU,WAX1,FAR EAST WEST AFRICA WEEKLY SERVICE 1
COSU,WAX3,FAR EAST WEST AFRICA EXPRESS SERVICE 3
COSU,WAX4,FAR EAST WEST AFRICA EXPRESS SERVICE 4
COSU,WSA,Latin America/Africa-WSA
COSU,WSA2,ASIA - MIDDLE AND SOUTH AMERICA WEST COAST WEEKLY SERVICE
COSU,WSA3,ASIA - MIDDLE AND SOUTH AMERICA WEST COAST WEEKLY SERVICE 3
COSU,WSA4,ASIA - MIDDLE AND SOUTH AMERICA WEST COAST WEEKLY SERVICE 4
COSU,WSX,WEST COAST SOUTH AMERICA SERVICE
COSU,YCX,YANGPU - CHITTAGONG EXPRESS SERVICE
COSU,YGX,Southeast & South Asia-YGX
COSU,ZAX1,Latin America/Africa-ZAX1
COSU,ZAX2,ASIA - SOUTH AFRICA EXPRESS LINER SERVICE 2
COSU,ZAX3,ASIA - SOUTH AFRICA EXPRESS LINER SERVICE 3
COSU,ZB13,SHEKOU - HONGKONG - BARGE SERVICE
COSU,ZB17,SHANTOU-HUIZHOU-HONGKONG BARGE SERVICE
COSU,ZB27,FANGCHENG - BEIHAI - HONGKONG BARGE SERVICE
COSU,ZB71,HONG KONG - YANTIAN BARGE SERVICE
CSFU,BALT1,CONTAINERSHIPS BALT1 SERVICE
CSFU,BALT2,CONTAINERSHIPS BALT2 SERVICE
CSFU,BALT3,CONTAINERSHIPS BALT3 SERVICE
CSFU,BENI-LOOP1,BENELUX - IRELAND SERVICE
CSFU,BENI-LOOP2,BENELUX - IRELAND SERVICE
CSFU,BENI-LOOP3,BENELUX - IRELAND SERVICE
CSFU,BLX,BALTIC EXPRESS SERVICE
CSFU,CISS,CANARY ISLAND AND SOUTH SPAIN SERVICE
CSFU,EUROMAR,MEDITERRANEAN EUROPE MOROCCO SERVICE
CSFU,FLX,FINLAND - EXPRESS  SERVICE
CSFU,ISX,IRISH - SEA EXPRESS SERVICE
CSFU,NWUK-BRISTOL,NORTH WEST UNITED KINGDOM SERVICE - LOOP2
CSFU,PGEC,PORTUGAL EAST COAST SERVICE
CSFU,PGNC,PORTUGAL - NORTH CONTINENT SERVICE
CSFU,PGWC,PORTUGAL - WEST COAST SERVICE
CSFU,PLX,POLAND EXPRESS SERVICE
CSFU,SCAN B,SCANDINAVIA  BALTIC SERVICE
CSFU,SCUK,SCUK SERVICE
CSFU,SCX,SCOTLAND EXPRESS SERVICE
CSFU,SCX2,SCOTLAND EXPRESS SERVICE 2
CSFU,SECI-LOOP1,SEVILLE - CANARY ISLANDS
CSFU,SECI-LOOP2,SEVILLE - CANARY ISLANDS
CSFU,SWX,SWEDEN EXPRESS SERVICE
CSFU,SWX2,SWEDEN EXPRESS SERVICE 2
CULU,AEM,ASIA EUROPE MEDITERRANEAN SERVICE
CULU,AEX,ASIA EUROPE EXPRESS SERVICE
CULU,AGX,ASIA GULF EXPRESS
CULU,BC1,CHINA - THAILAND SERVICE 1
CULU,BC2,RCL BANGKOK - CHINA SERVICE 2
CULU,BDX,CHINA - VIETNAM EXPRESS SERVICE
CULU,CIS,SOUTH CHINA TO INDIA SERVICE
CULU,CI1,CHINA - INDIA SERVICE
CULU,CT2,CHINA - THAILAND SERVICE 2
CULU,EXS,SOUTH EAST ASIA SERVICE
CULU,FDR,FEEDER SERVICE
CULU,FME,FAR EAST - MADRAS EXPRESS SERVICE
CULU,HDT,HUA DONG - TAIWAN SERVICE
CULU,HHX,HONG KONG - HAIPHONG SERVICE
CULU,HPX,HAIPHONG - PUSAN EXPRESS SERVICE
CULU,SCT,SOUTH CHINA - THAILAND SERVICE
CULU,SP1,CHINA - MANILA SERVICE
CULU,STD,SOUTH CHINA - TAIWAN DIRECT SERVICE
CULU,ST1,SOUTH CHINA - TAIWAN SERVICE 1
CULU,ST3,SOUTH CHINA - TAIWAN SERVICE 3
CULU,SVG,SOUTH CHINA - VIETNAM SERVICE
CULU,SV1,CHINA - VIETNAM EXPRESS SERVICE
CULU,THA,TAIWAN - HOCHIMINH EXPRESS SERVICE-A
CULU,THB,TAIWAN - HOCHIMINH EXPRESS SERVICE-B
CULU,TH3,TAIWAN - HONG KONG SERVICE 3
CULU,TPC,TRANSPACIFIC EXPRESS SERVICE  II
CULU,TPX,THAILAND - PHILIPPINES EXPRESS SERVICE
CULU,VGX,VIETNAM - GULF EXPRESS SERVICE
CULU,XRF,HO CHI MINH - PHNOM PENH FEEDER SERVICE
CULU,YRF,SHANGHAI - CHANGSHU FEEDER SERVICE
DOCE,AMAZONAS,AMAZONAS SERVICE
DOCE,MANAUS,MANAUS SERVICE
DOCE,SHUTTLE,SHUTTLE SERVICE
DOCE,SHUTTLE-RIO,SHUTTLE RIO SERVICE
DOCE,SOUTH_ATLANTIC-LPG,SOUTH ATLANTIC SERVICE
DOCE,SOUTH_ATLANTIC-MVD,SOUTH ATLANTIC SERVICE
DOLQ,ANTWERP,ANTWERP EXPRESS SERVICE
DOLQ,GES,Gulf Express Service
DOLQ,USEC,UNITED STATES EAST COAST SERVICE
DOLQ,USECS,US East Coast
DOLQ,USGE,UNITED STATES GULF EXPRESS SERVICE
DOLQ,USWC,UNITED STATES WEST COAST SERVICE
DOLQ,USWCS,US West Coast Service
EGLV,ADL,ADRIATIC LEVANT SERVICE
EGLV,AEF,ASIA - EAST AFRICA SERVICE
EGLV,AGI,ASEAN - GULF - INDIAN SUBCONTINENT SERVICE
EGLV,AMA,ASIA MIDDLE EAST SERVICE - LOOP 1
EGLV,ASA,ASIA - SOUTH AFRICA SERVICE
EGLV,ASEA,Asia - East Africa service (ASEA)
EGLV,AUE,ASIA - UNITED STATES EAST COAST SERVICE
EGLV,AUG,ASIA - UNITED STATES GULF SERVICE
EGLV,BAL,BALTIC FEEDER SERVICE
EGLV,BAL-LOOP10,BALTIC FEEDER SERVICE
EGLV,BAL-LOOP2,BALTIC FEEDER SERVICE
EGLV,BAL-LOOP3,BALTIC FEEDER SERVICE
EGLV,BAL-LOOP4,BALTIC FEEDER SERVICE
EGLV,BAL-LOOP6,BALTIC FEEDER SERVICE
EGLV,BAL-LOOP7,BALTIC FEEDER SERVICE
EGLV,BAL-LOOP9,BALTIC FEEDER SERVICE
EGLV,BEX,BOSPHORUS EXPRESS SERVICE
EGLV,BEX2,PHOENICIAN EXPRESS SERVICE
EGLV,BHF2,DALIAN - PUSAN EXPRESS SERVICE
EGLV,BH2,XINGANG - PUSAN SERVICE
EGLV,CAC,SEALAND PANAMA - COLOMBIA LOOP
EGLV,CAJ,CARIBBEAN SEA JAMAICA SERVICE
EGLV,CAN,CARIBBEAN SEA REGIONAL SERVICE - NORTH
EGLV,CAT,CHINA - AUSTRALIA - TAIWAN SERVICE
EGLV,CAW,Caribbean Sea Regional Service/West
EGLV,CBX,CHESAPEAKE BAY EXPRESS SERVICE
EGLV,CCS,COLOMBO CHITTAGONG SHUTTLE SERVICE
EGLV,CEM,CHINA - EUROPE - MEDITERRANEAN SERVICE
EGLV,CEN,NORTH CHINA - UNITED STATES OF AMERICA SOUTHWEST COAST EXPRESS SERVICE
EGLV,CES,China-Europe Shuttle Service
EGLV,CIT,CHINA - INDONESIA - THAILAND SERVICE
EGLV,CIX,CHINA - INDIA EXPRESS SERVICE
EGLV,CIX2,China - India Express Service
EGLV,CIX3,CHINA - INDIA EXPRESS SERVICE
EGLV,CJX,MALAYSIA - SHANGHAI SERVICE
EGLV,CMEX,Asia Middle East Loop 5(CMEX)
EGLV,COK,COLOMBO - COCHIN SERVICE
EGLV,CPH,CHINA - PHILIPPINES SERVICE
EGLV,CPM,CHINA - TAIWAN - MALAYSIA SERVICE
EGLV,CPS,China-South U.S. West Coast-China Service
EGLV,CTE,TAIWAN - CHINA EXPRESS SERVICE
EGLV,CTX,CHINA - THAILAND EXPRESS SERVICE
EGLV,CVM,CHINA - VIETNAM - MALAYSIA SERVICE
EGLV,CVT,CHINA - VIETNAM - THAILAND SERVICE
EGLV,CV1,CHINA VIETNAM SERVICE
EGLV,CV2,CHINA VIETNAM SERVICE
EGLV,ESA,Far East - South America Service
EGLV,ESA3,FAR EAST - SOUTH AMERICA SERVICE 3
EGLV,EUG,EUROPE - GULF OF MEXICO EXPRESS SERVICE
EGLV,FAL1,French Asia Line 1(FAL1)
EGLV,FAL3,French Asia Line 3(FAL3)
EGLV,FAX,FAR EAST - AFRICA EXPRESS SERVICE
EGLV,FHS,Fuqing - Hongkong Shuttle Service(FHS)
EGLV,FKS,FUZHOU - KAOHSIUNG SHUTTLE SERVICE
EGLV,FME,FAR EAST - MADRAS EXPRESS SERVICE
EGLV,FME2,FAR EAST MADRAS SERVICE 2
EGLV,FRS,FAR EAST - RED SEA SERVICE
EGLV,FTS,Fuzhou - Taipei feeder Service(FTS)
EGLV,FTS-LOOP1,FUZHOU - TAIPEI FEEDER SERVICE
EGLV,FTS-LOOP2,FUZHOU - TAIPEI FEEDER SERVICE
EGLV,GME,GULF OF MEXICO EXPRESS SERVICE
EGLV,GPM,Greece Poti Marmara service(GPM)
EGLV,GPM-LOOP1,GREECE POTI MARMARA SERVICE
EGLV,GPM-LOOP2,GREECE POTI MARMARA SERVICE
EGLV,GTS,GREECE - TURKEY SERVICE
EGLV,GTW,Greece Turkey West Black Sea Service
EGLV,HBT,NORTH CHINA - TAIWAN SHUTTLE SERVICE
EGLV,HDT,Hua Dong - Taiwan Shuttle Service
EGLV,HKH,NORTH CHINA - KOREA - HONG KONG SERVICE
EGLV,HTW,"Southern China,Taiwan-U.S. West Coast Service"
EGLV,IAS,INTRA AEGEAN SERVICE
EGLV,IES,INTRA EUROPE SERVICE
EGLV,ISG,INDIA - SUBCONTINENT - GULF SERVICE
EGLV,JCH,Japan-China-Ho Chi Minh Service
EGLV,JCV1,Japan-China Service (JCV1)
EGLV,JKS,Jiangyin - Kaohsiung Shuttle Service
EGLV,JPI,Japan-Philippines-Indonesia Service
EGLV,JTH,JAPAN - TAIWAN - HONG KONG SERVICE
EGLV,JTP,JAPAN - TAIWAN - HAIPHONG SERVICE
EGLV,JTS,JAPAN - TAIWAN - SOUTH CHINA SERVICE
EGLV,KCS,KAOHSIUNG - CEBU SERVICE
EGLV,KCX1,Kaohsiung - Cebu X-Press Service (KCX1)
EGLV,KHP,KAOHSIUNG - HAIPHONG SHUTTLE SERVICE
EGLV,KHS1,KOREA HOCHIMINH SERVICE1(KHS1)
EGLV,KME,KOREA MIDDLE EAST EXPRESS SERVICE
EGLV,KTH,KOREA - TAIWAN - HAIPHONG SERVICE
EGLV,KTP,JAPAN - KOREA - CHINA - TAIWAN SERVICE
EGLV,LAE,Latin America Express
EGLV,LEV,LEVANT SERVICE
EGLV,MCT,Middle China - Taiwan Express Service
EGLV,MDM,SINGAPORE - CHENNAI SHUTTLE SERVICE 3
EGLV,MD2,MEDITERRANEAN SERVICE 2
EGLV,MEX1,Mediterranean Express Service 1(MEX1)
EGLV,NAFR,NORTH AFRICA SERVICE
EGLV,NCS,NORTH CHINA STRAIT SERVICE
EGLV,NCT,NORTH CHINA - THAILAND SERVICE
EGLV,NDS,NORDIC SERVICE 1 (NDS)
EGLV,NDS-LOOP1,NORDIC SERVICE 1
EGLV,NDS-LOOP10,NORDIC SERVICE 1
EGLV,NDS-LOOP11,NORDIC SERVICE 1
EGLV,NDS-LOOP12,NORDIC SERVICE 1
EGLV,NDS-LOOP13,NORDIC SERVICE 1
EGLV,NDS-LOOP2,NORDIC SERVICE 1
EGLV,NDS-LOOP3,NORDIC SERVICE 1
EGLV,NDS-LOOP5,NORDIC SERVICE 1
EGLV,NDS-LOOP7,NORDIC SERVICE 1
EGLV,NDS-LOOP8,NORDIC SERVICE 1
EGLV,NDS-LOOP9,NORDIC SERVICE 1
EGLV,NEAX,North East Asia Australia Express(NEAX)
EGLV,NE1,NORTH EUROPE SERVICE 1
EGLV,NE3,NORTH EUROPE SERVICE 3
EGLV,NE7,NORTH EUROPE SERVICE 7
EGLV,NSA,NORTH EAST ASIA - SOUTH EAST ASIA SERVICE - A
EGLV,NSB,NORTH EAST ASIA - SOUTH EAST ASIA SERVICE - B
EGLV,NSC,NORTH EAST ASIA - SOUTH EAST ASIA SERVICE - C
EGLV,NSD,NORTH EAST ASIA - SOUTH EAST ASIA SERVICE - D
EGLV,NUE,NORTH ASIA - UNITED STATES EAST COAST SERVICE
EGLV,NUE2,North Asia - U.S.East Coast Service 2
EGLV,OGEC,Ocean-Going Ad Hoc call America East Coast
EGLV,OGMD,Ocean-Going Ad Hoc call Meditteranean(OGMD)
EGLV,PCC1,Pacific China Central 1(PCC1)
EGLV,PCI,PUSAN - CHINA - INDONESIA SERVICE
EGLV,PEX3,Pacific Express 3
EGLV,PE1,Pendulum Express 1
EGLV,PE2,PENDULUM EXPRESS SERVICE 2
EGLV,PMX,PAKISTAN - MUNDRA EXPRESS SERVICE
EGLV,PNW1,North Pacific West Coast 1
EGLV,PRX,PERAL RIVER EXPRESS SERVICE
EGLV,PSI,PIREAUS - SOUTH ITALY FEEDER SERVICE
EGLV,PS1,JAPAN EXPRESS SERVICE
EGLV,PVCS,South China Pacific Service(PVCS)
EGLV,RDX1,Rotterdam-Gothenburg Express Service 1
EGLV,RDX2,Ireland Service 2
EGLV,RDX2-LOOP1,IRELAND SERVICE 2
EGLV,RDX2-LOOP2,IRELAND SERVICE 2
EGLV,RDX2-LOOP3,IRELAND SERVICE 2
EGLV,RES2,Far East-Red Sea Service 2
EGLV,SAX,SOUTH ATLANTIC EXPRESS SERVICE
EGLV,SEA,SOUTHEAST ASIA - UNITED STATES OF AMERICA SOUTHWEST COAST
EGLV,STW,Xiamen - Taiwan Service(STW)
EGLV,STW-A,XIAMEN - TAIWAN SERVICE
EGLV,STW-B,XIAMEN - TAIWAN  SERVICE
EGLV,SYS,STRAIT - YANGON SERVICE
EGLV,TAE,TRANS - ATLANTIC EXPRESS SERVICE
EGLV,TBS,Taiwan Strait Blue Way Service(TBS)
EGLV,TBS-A,TAIWAN STRAIT BLUE WAY SERVICE
EGLV,TBS-B,TAIWAN STRAIT BLUE WAY SERVICE
EGLV,TBS2-LOOP1,TAIWAN STRAIT BLUE WAY SERVICE 2
EGLV,TCX,TAIWAN - CHINA EXPRESS SERVICE
EGLV,THX,Taiwan - Hong Kong - Ho Chi Minh Express Svc(THX)
EGLV,THX-A,TAIWAN - HONG KONG - HO CHI MINH EXPRESS SVC
EGLV,THX-B,TAIWAN - HONG KONG - HO CHI MINH EXPRESS SERVICE B
EGLV,TIX,THAILAND - INDONESIA EXPRESS SERVICE
EGLV,TMI,THAILAND - MALAYSIA - INDONESIA SERVICE
EGLV,TMN,Taiwan - Manila Service
EGLV,TMS,TAIWAN - MANILA - SUBIC SERVICE
EGLV,TPA,Transpacific Arabian Service
EGLV,TPA-LOOP1,TRANSPACIFIC ARABIAN SERVICE
EGLV,TPA-LOOP2,TRANSPACIFIC ARABIAN SERVICE
EGLV,TPH,TAIWAN - PHILIPPINES SERVICE
EGLV,TPN,TRANSPACIFIC NORTHWEST SERVICE
EGLV,TUT,TUTICORIN SERVICE
EGLV,VMI,Vietnam-Malaysia-Indonesia Service(VMI)
EGLV,VSM,VIETNAM - SINGAPORE - MALAYSIA SERVICE
EGLV,WSA,Asia - South America West Coast
EGLV,WSA2,ASIA - SOUTH AMERICA WEST COAST SERVICE 2
EGLV,WSA3,ASIA - SOUTH AMERICA WEST COAST SERVICE 3
EGLV,WSA4,ASIA - SOUTH AMERICA WEST COAST SERVICE 4
EIMU,BLUE,BLUE LINE SERVICE
EIMU,GREEN,GREEN LINE SERVICE
EIMU,Green Line,Green Line
EIMU,ICELANDIC COASTAL,ICELANDIC COASTAL SERVICE
EIMU,Icelandic Coastal Service,Icelandic Coastal Service
EIMU,ORANGE LINE,orange line
EIMU,RED,RED LINE SERVICE
EIMU,YELLOW,YELLOW LINE SERVICE
EPIR,AKX,ASIA - KENYA EXPRESS SERVICE
EPIR,ATX,ASIA TANZANIA EXPRESS SERVICE
EPIR,CGX,CHINA GULF EXPRESS SERVICE
EPIR,CIVS,CHINA INDIA VIETNAM SERVICE
EPIR,FCES,FCES SERVICE
EPIR,FISS,PORT KLANG - CHATTOGRAM SERVICE
EPIR,FMIS,JEBEL ALI - KARACHI SERVICE
EPIR,FSES-HAIPHONG-PORTKLANG,FSES-HAIPHONG-PORTKLANG SERVICE
EPIR,FSES-PORTKLANG-BELAWAN,PORTKLANG - BELAWAN SERVICE
EPIR,FSES-PORT_KLANG-INDONESIA,PORTKLANG - INDONESIA SERVICE
EPIR,FSES-PORTKLANG-PASIRGUDAN,PORTKLANG - PASIRGUDANG SERVICE
EPIR,FSES-YANGON,PORT KLANG-YANGON SERVICE
EPIR,GIA,GULF INDIA AFRICA EXPRESS SERVICE
EPIR,GLX,GALEX SERVICE
EPIR,GSE,GULF SAUDI ARABIA EGYPT SERVICE
EPIR,GZX,GULF ZANZIBAR EXPRESS SERVICE
EPIR,IGX,INDIA GULF EXPRESS SERVICE
EPIR,IOG,INDIA OMAN GULF SERVICE
EPIR,JKT,PORT KLANG JAKARTA SERVICE
EPIR,KCIS,KOREA-CHINA-INDIAN SUBCONTINENT SERVICE
EPIR,SVP,SOUTH CHINA VIETNAM PHILIPPINES SERVICE
EPIR,VGI,VIETNAM GULF INDIA SERVICE
FANE,FCDL2,FESCO CHINA EXPRESS SERVICE 2
FANE,FKDL,FESCO KORSAKOV DIRECT LINE SERVICE
FANE,FPKL,PETROPAVLOVSK - KAMCHATSKIY LINE SERVICE
FANE,FTBS,FESCO TURKEY BLACK SEA SERVICE
FANE,KSDL1,FESCO KOREA EXPRESS SERVICE 1
GOSU,CAX,CHINA - AUSTRALIA EXPRESS SERVICE
GOSU,CBH,CHINA - BANGKOK - HAIPHONG SERVICE
GOSU,CI1,CHINA - INDIA EXPRESS SERVICE 1
GOSU,CI3,CHINA - INDIA EXPRESS SERVICE 3
GOSU,CI4,CHINA INDIA EXPRESS SERVICE 4
GOSU,CM1,CHINA - MALAYSIA SERVICE
GOSU,CP1,CHINA - PHILIPPINES LINE
GOSU,CTI,CHINA - INDONESIA SERVICE
GOSU,CTV,CHINA - THAILAND SERVICE
