CARRIER,CODE,NAME
APLU,SAFRAN1,SOUTH AMERICA FRANCE NORTH EUROPE PLATE SLING SERVICE
APLU,SCANBACS,SSL EUROPE SCANBALTIC CONTAINERSHIPS SERVICE
APLU,SCM,South China Manila Service
APLU,SCUK,SCUK SERVICE
APLU,SCXCS,SCX CONTAINERSHIPS SERVICE
APLU,SCX2,SSL EUROPE SCOTLAND EXPRESS SERVICE
APLU,SC1,SOUTH CHINA SERVICE - LOOP 1
APLU,SC6,SOUTH CHINA SERVICE - LOOP 6
APLU,SEAS,ASIA SOUTH AMERICA EAST COAST SERVICE 1
APLU,SEASIA10,SOUTH EAST ASIA FEEDER SERVICE 10
APLU,SEASIA13,SOUTH EAST ASIA FEEDER SERVICE 13
APLU,SEASIA29,SOUTH EAST ASIA FEEDER SERVICE 29
APLU,SEASIA31,SOUTH EAST ASIA FEEDER SERVICE 31
APLU,SEASIA51,SOUTH EAST ASIA FEEDER SERVICE 51
APLU,SEASIA6,SOUTH EAST ASIA FEEDER SERVICE 6
APLU,SEASIA64,SOUTH EAST ASIA FEEDER SERVICE 64
APLU,SEASIA8,SOUTH EAST ASIA FEEDER SERVICE 8
APLU,SEASIA9,SOUTH EAST ASIA FEEDER SERVICE 9
APLU,SEAS2,ASIA SOUTH AMERICA EAST COAST SERVICE 2
APLU,SGSCNC,SINGAPORE VIETNAM SERVICE
APLU,SHAKA2,SHAKA EXPRESS SERVICE 2
APLU,SIRIUS,SIRIUS SERVICE 1
APLU,SKX2,SETONAI KAI KYUSHU SERVICE 2
APLU,SKX3,SETONAI KAI KYUSHU SERVICE 3
APLU,SL1,SAINT LAURENT SERVICE 1
APLU,SPAINBOL,SPAIN BOLUDA SERVICE
APLU,SPAINSR3,SSL EUROPE SPAIN ROTTERDAM BILBAO GIJON SERVICE 3
APLU,SPIX,SSL EUROPE SPAIN PORTUGAL EXPRESS SERVICE
APLU,STW,XIAMEN - TAIWAN SERVICE
APLU,SWAX2,SWAHILI EXPRESS SERVICE
APLU,SWXCS,SWEDEN EXPRESS - CONTAINERSHIPS SERVICE
APLU,SWX2B,EASTERN SWEDEN EXPRESS DUMMY SERVICE B
APLU,SWX2CS,EAST SWEDEN EXPRESS SERVICE
APLU,TBX,TURBO EXPRESS SERVICE
APLU,TCX,NORTH CHINA - TAIWAN SERVICE
APLU,TIX,THAILAND - INDONESIA EXPRESS SERVICE
APLU,TMX1,TURKEY MEDITERRANEAN EXPRES SERVICE 1
APLU,TMX12,TURKEY MEDITERRANEAN EXPRESS SERVICE 12
APLU,TMX2,TURKEY MEDITERRANEAN EXPRESS SERVICE 2
APLU,TMX3,SSLMED TURKEY MEDITERRANEAN EXPRESS SERVICE 3
APLU,TRANS,AUSTRALIA - NEW ZEALAND SERVICE
APLU,TR1,THAI YANGON SERVICE 1
APLU,TURAF,SSL MEDITERRANEAN TURKEY NORTH AFRICA EXPRESS SERVICE
APLU,TURKEY1,3PF TURKEY SERVICE 1
APLU,TURKEY2-LOOP2,3PF TURKEY SERVICE 2
APLU,TUT,Tuticorin Feeder Service
APLU,TUT1,TUTICORIN COLOMBO SERVICE 1
APLU,TUX,TURKEY UNITED STATES EXPRESS SERVICE
APLU,TWTXG,TAIWAN - JAPAN SERVICE
APLU,TXGEAS,NORTH CHINA SERVICE 8
APLU,TXGSIMA,NORTH CHINA SERVICE 7
APLU,TYRREX,SSL MEDITERRANEAN TYRRHENIAN EXPRESS SERVICE
APLU,UMX,UNITED STATES FLAG MIDDLE EAST EXPRESS SERVICE
APLU,VICTORY,VICTORY BRIDGE SERVICE
APLU,VS2APL,VIETNAM - SINGAPORE FEEDER SERVICE
APLU,WAX,WEST AFRICA EXPRESS SERVICE
APLU,WAZZAN,WAZZAN SERVICE
APLU,WA2,WEST ASIA EXPRESS SERVICE 2
APLU,WA3,WEST ASIA EXPRESS SERVICE 3
APLU,WCC,EUROSAL XL SERVICE
APLU,WCSWE1,SSL EUROPE WEST COAST SWEDEN SERVICE 1
APLU,WCSWE2,SSL EUROPE WEST COAST SWEDEN SERVICE 2
APLU,WCSWE4,SSL EUROPE WEST COAST SWEDEN SERVICE 4
APLU,WCSWE5,SSL EUROPE WEST COAST SWEDEN SERVICE 5
APLU,WCUKS1,CMDU | SSL EUROPE SOUTHAMPTON CORK BELFAST SERVICE
APLU,WCUKS3,SSL EUROPE - UNITED KINGDOM - EIRE SERVICE 3
APLU,WCUKS5,SSL EUROPE WEST COAST UNITED KINGDOM FEEDER  SERVICE 5
APLU,WC1,WEST COAST SERVICE 1
APLU,WC2,WEST COAST SERVICE 2
APLU,WEMED2,SSL EUROPE WEST MEDITERRANEAN SERVICE 2
APLU,WESTPAC,WEST PACIFIC - NEW ZEALAND - SOLOMON ISLANDS SERVICE
APLU,YCXCNC,YANGON - CAMBODIA EXPRESS SERVICE
APLU,YUKA,YUKA SERVICE
ARKU,ADL,ADRIATIC LEVANT SERVICE
ARKU,ASA,AEGEAN SPAIN SERVICE
ARKU,BSX,BLACK SEA EXPRESS SERVICE
ARKU,EAS,EUROPE - AFRICA SERVICE
ARKU,EMS,EAST MEDITERRANEAN MOROCCO SERVICE
ARKU,ETS,EUROPE - TANGIER SERVICE
ARKU,FMS,FRANCE MOROCCO SERVICE
ARKU,FTS,FRANCE - TANGIER SERVICE
ARKU,GPS,GREAT PENDULUM SERVICE
ARKU,IAS,INTRA AEGEAN SERVICE
ARKU,IAX,INTRA AEGEAN EXPRESS
ARKU,IBS,INTRA BLACK SEA SERVICE
ARKU,IPS,ISTANBUL POTI SERVICE
ARKU,ITE,ITALY TURKEY EXPRESS SERVICE
ARKU,LTS1,LIBYA TUNUS SERVICE 1
ARKU,LTS2,LIBYA TUNUS SERVICE 2
ARKU,MCA,MEDITERRANEAN SERVICE
ARKU,MCS,MOROCCO CABOTAGE SERVICE
ARKU,MDS,MEDITERRANEAN CANARIA SERVICE
ARKU,MRS,MARMARA RUSSIA SERVICE
ARKU,MTS,MOROCCO TUNISIA SERVICE
ARKU,NAS2,NORTH AFRICA SERVICE 2
ARKU,NAX,NORTH AFRICA EXPRESS SERVICE
ARKU,OEX,ORAN EXPRESS SERVICE
ARKU,REX,REEFER EXPRESS SERVICE
ARKU,SEM,SPAIN-EAST MEDITERRANEAN SERVICE
ARKU,SME,SENEGAL MAURITANIA EXPRESS SERVICE
ARKU,SPX,WEST MEDITERRANEAN FEEDER SERVICE 1
ARKU,TBS,TURKEY BULGARIA SERVICE
ARKU,TIS,TURKEY - ISRAEL SERVICE
ARKU,TLS,TURKEY - LEVANT SERVICE
ARKU,TPS,TURKEY POTI SERVICE
ARKU,WAS,WEST AFRICA SERVICE
ARKU,WBS,WEST MEDITERRANEAN BLACK SEA SERVICE
AXEU,PJX1,Asean Seas Lines/Easline Shipping - PJX1
CAMN,CARIBBEANISLAND-JAMAICA,CARIBBEAN ISLAND - JAMAICA SERVICE
CAMN,CARIBBEAN-ISLANDS,CARIBBEAN ISLANDS - UNITED STATES VIRGIN ISLAND - BRITISH VIRGIN ISLAND SERVICE
CAMN,CR-PANAMA-JAMAICA-HAITI,COSTA RICA -  PANAMA - JAMAICA - HAITI SERVICE
CAMN,DOMINICAN-COLOMBIA,DOMINICAN REPUBLIC COLOMBIA SERVICE
CAMN,GULF,GULF SERVICE
CAMN,NCA,NORTH CENTRAL AMERICA SERVICE
CAMN,PUERTORICO-CHESTER,PUERTO RICO - CHESTER SERVICE
CAMN,PUERTORICO-JACKSONVILLE,PUERTO RICO - JACKSONVILLE SERVICE
CAMN,SCA,SOUTH CENTRAL AMERICA SERVICE
CHNL,ACSA1,ASIA CENTRAL SOUTH AMERICA SERVICE 1
CHNL,ACSA3,ASIA CENTRAL SOUTH AMERICA SERVICE 3
CHNL,ANZEX,ASIA NEW ZEALAND EXPRESS SERVICE - ANZX
CHNL,APRANL-KIMBE,ASIA - PAPUA NEW GUINEA SERVICE
CHNL,APRANL-MADANG,ASIA - PAPUA NEW GUINEA SERVICE
CHNL,ASAFGR,ASIA WEST AFRICA SERVICE
CHNL,ASEA,ASEA TANZANIA SERVICE
CHNL,ASEA2,ASEA KENYA SERVICE
CHNL,AS1,ASIA SUBCONTINENT EXPRESS SERVICE
CHNL,AS6,ASIA SUBCONTINENT EXPRESS SERVICE 6
CHNL,A3N,AUSTRALIA - NORTHERN EXPRESS SERVICE
CHNL,BBX,BBX
CHNL,BBX2,BBX2
CHNL,BBX3,BBX3
CHNL,BEX,BOSPHORUS EXPRESS SERVICE
CHNL,BEX2,PHOENICIAN EXPRESS SERVICE
CHNL,BMXCNC,SOUTH EAST ASIA SERVICE
CHNL,BOHAI,BOHAI SERVICE
CHNL,CBX,CHESAPEAKE BAY EXPRESS SERVICE
CHNL,CHN1CNC,CHINA SERVICE 1
CHNL,CIMEX1,CHINA INDIA MIDDLE EAST EXPRESS SERVICE 1
CHNL,CIMEX7,CHINA INDIA MIDDLE EAST EXPRESS SERVICE 7
CHNL,CIX,CHINA INDIA EXPRESS SERVICE
CHNL,CJX,COLUMBUS JAX SERVICE
CHNL,CMS2,CMS2
CHNL,CMX6JDX,CIMEX 6 JADE EXPRESS SERVICE
CHNL,CPNW,COLUMBUS PNW SERVICE
CHNL,CP2CNC,CHINA - PHILIPPINES - HONG KONG CHINA SERVICE
CHNL,CP3,CHINA - PHILIPPINE SERVICE 3
CHNL,CP6,CP6
CHNL,CP8,CP8
CHNL,CSE,NORTH CHINA SOUTH EAST ASIA EXPRESS SERVICE 1
CHNL,CS1,CS1
CHNL,CS2CNC,SOUTH EAST ASIA LOOP 2
CHNL,CTE,CTE
CHNL,CTV2,CHINA - THAILAND - VIETNAM SERVICE 2
CHNL,CT1,CT1
CHNL,CT2,CT2
CHNL,CVI,CVI
CHNL,CV2,CV2
CHNL,DAH,DAHLIA SERVICE
CHNL,DAIAPL,CHINA VIETNAM SERVICE
CHNL,DA2APL,DALIAN - BUSAN FEEDER SERVICE
CHNL,EXX,EAGLE EXPRESS SERVICE X
CHNL,EX1,EAGLE EXPRESS SERVICE 1
CHNL,FAL1,FRENCH ASIA LINE 1
CHNL,FAL2,FRENCH ASIA LINE 2
CHNL,FAL3,FRENCH ASIA LINE 3
CHNL,FAL5,FRENCH ASIA LINE 5
CHNL,FAL6,FRENCH ASIA LINE 6
CHNL,FAL7,FRENCH ASIA LINE 7
CHNL,FAL8,FRENCH ASIA LINE 8
CHNL,FEASIA4,FAR EAST  - ASIA FEEDER SERVICE 4
CHNL,FEASIA9,FAR EAST ASIA FEEDER SERVICE 9
CHNL,GSX,GUAM SAIPAN EXPRESS SERVICE
CHNL,HDS,HDS
CHNL,HHXCNC,HONG KONG - HAIPHONG SERVICE
CHNL,HHX3,HHX3
CHNL,HSF1CNC,HAIPHONG SINGAPORE FEEDER SERVICE 1
CHNL,IA68APL,INTRA ASIA SERVICE 5
CHNL,IA88CNC,CHINA - JAPAN - VIETNAM SERVICE
CHNL,IEX,INDIA EAST COAST EXPRESS SERVICE
CHNL,JCH,JCH
CHNL,JCV,JCV
CHNL,JMV,JMV
CHNL,JPX,JPX
CHNL,JSSCNC,JAVA SINGAPORE SHUTTLE SERVICE
CHNL,JTC,JTC
CHNL,JTVS,JTVS
CHNL,JTX,JTX
CHNL,JVH,JVH
CHNL,KCM,KCM
CHNL,KCM2,KCM2
CHNL,KCS,KCS
CHNL,KI2,KI2
CHNL,KO4,SINGAPORE CAMBODIA SERVICE
CHNL,LCX,LAEM CHABANG EXPRESS SERVICE
CHNL,LYGPUS2,PUSAN - LIANYUNGANG - QINGDAO SERVICE
CHNL,MANB,MANHATTAN BRIDGE SERVICE
CHNL,MBFX1,GAF BANGLADESH FEEDER MBFX1 SERVICE
CHNL,MCT,MCT
CHNL,MEX,MEDITERRANEAN CLUB EXPRESS SERVICE
CHNL,MSX,MSX BUTTERFLY SERVICE
CHNL,NCBCNC,NORTH CHINA BOOSTER  SERVICE
CHNL,NCT2,NCT2
CHNL,NCX,NCX
CHNL,NCX2,NCX2
CHNL,NEWMEX2S,MEDITERRANEAN CLUB EXPRESS SERVICE 2
CHNL,NKT,NKT
CHNL,NPFCNC,NINE PROVINCES FEEDER SERVICE
CHNL,NTX1CNC,NEW THAILAND EXPRESS SERVICE 1
CHNL,NWAFEX,NEW AFRICA EXPRESS SERVICE
CHNL,PA1,PA1
CHNL,PEARL,PEARL RIVER EXPRESS SERVICE
CHNL,PEX2,PACIFIC EAST COAST SERVICE 2
CHNL,PEX3,PACIFIC EXPRESS SERVICE 3
CHNL,PGU1,SINGAPORE - PASIR GUDANG - SINGAPORE SERVICE
CHNL,RBC,RBC
CHNL,RBH,RBH
CHNL,REX2,RED SEA EXPRESS SERVICE 2
CHNL,RMNCNC,SINGAPORE - PHILIPPINES SERVICE
CHNL,RNV,RNV
CHNL,RSE,RSE
CHNL,SAX,SOUTH ATLANTIC EXPRESS SERVICE
CHNL,SBFX1,GAF BANGLADESH FEEDER SERVICE 1
CHNL,SBFX3,GAF BANGLADESH FEEDER SERVICE 3
CHNL,SBSAPL,STRAITS BENGAL SERVICE
CHNL,SCS,SOUTH CHINA SEA SERVICE
CHNL,SEAS,ASIA SOUTH AMERICA EAST COAST SERVICE 1
CHNL,SEASIA10,SOUTH EAST ASIA FEEDER SERVICE 10
CHNL,SEASIA6,SOUTH EAST ASIA FEEDER SERVICE 6
CHNL,SGS,SGS
CHNL,SHAKA2,SHAKA EXPRESS SERVICE 2
CHNL,SKX2,SETONAI KAI KYUSHU SERVICE 2
CHNL,SKX3,SETONAI KAI KYUSHU SERVICE 3
CHNL,SPXCNC,SOUTH PACIFIC EXPRESS SERVICE
CHNL,SRGCNC,SINGAPORE - SEMARANG SERVICE
CHNL,STW,XIAMEN - TAIWAN SERVICE
CHNL,TCCCNC,THAILAND - CHINA - CAMBODIA SERVICE
CHNL,TCX,TCX
CHNL,TIX,TIX
CHNL,TR1,THAI YANGON SERVICE 1
CHNL,TWPKS,TWIN PEAKS EXPRESS SERVICE
CHNL,TWS,TAIWAN STRAIT SERVICE
CHNL,WAX,WEST AFRICA EXPRESS SERVICE
CHNL,YCXCNC,YANGON - CAMBODIA EXPRESS SERVICE
CMDU,ACSA1,ASIA CENTRAL SOUTH AMERICA SERVICE 1
CMDU,ACSA2,ASIA CENTRAL SOUTH AMERICA 2
CMDU,ACSA3,ASIA CENTRAL SOUTH AMERICA SERVICE 3
CMDU,ACX1-LOOP1,SSLEUR ALGECIRAS - BILBAO FEEDER - ESALGBIF
CMDU,ACX1-LOOP2,SSLEUR ALGECIRAS - BILBAO FEEDER - ESALGBIF
CMDU,ADRIAFD1,3PF ADRIATIC FEEDER SERVICE 1
CMDU,ADRIAFD4,3PF ADRIATIC FEEDER SERVICE 4
CMDU,ADRIMED,Adriatic Med Express
CMDU,ADRINAF,SSLMED Adrinaf Service
CMDU,AFRICA4,FEEDER INTRA AFRIQUE SERVICE
CMDU,AGAPOME,SSL MEDITERRANEAN AGAPOME SERVICE
CMDU,ALGERIA,RORO Algeria
CMDU,ALTAMIRA,ALTAMIRA EXPRESS SERVICE
CMDU,AMERICAS,AMERICAS SERVICE
CMDU,Americas Service,Americas Service
CMDU,AMERIGO,AMERIGO SERVICE
CMDU,AMERXL,AMERICAS XL SERVICE
CMDU,ANTBOT,SSL EUROPE ANTWERP BOTHNIA SERVICE
CMDU,ANZX,ASIA NEW ZEALAND EXPRESS SERVICE
CMDU,APR ANL,APR ANL
CMDU,APRANL-KIMBE,ASIA - PAPUA NEW GUINEA SERVICE
CMDU,APRANL-MADANG,ASIA - PAPUA NEW GUINEA SERVICE
CMDU,ASAFGR,ASIA WEST AFRICA SERVICE
CMDU,ASEA,ASEA TANZANIA SERVICE
CMDU,ASEA2,ASEA KENYA SERVICE
CMDU,Asia Subcontinent Express,Asia Subcontinent Express
CMDU,AS1,ASIA SUBCONTINENT EXPRESS SERVICE
CMDU,AS6,ASIA SUBCONTINENT EXPRESS SERVICE 6
CMDU,AS8,Asia Subcontinent Express 8
CMDU,AS9,ASIA SUBCONTINENT EXPRESS SERVICE 9
CMDU,ATLFEED-LOOP1,ATLANTIC FEEDER SERVICE LOOP 1
CMDU,ATLFEED-LOOP2,ATLANTIC FEEDER SERVICE LOOP 2
CMDU,AZTECAF2,Azteca Feeder 2
CMDU,AZTECA1,AZTECA SERVICE 1
CMDU,AZTECA2,AZTECA SERVICE 2
CMDU,AZTECA3,AZTECA SERVICE 3
CMDU,A3C,AUSTRALIA - CENTRAL CHINA EXPRESS SERVICE
CMDU,A3N,AUSTRALIA - NORTHERN EXPRESS SERVICE
CMDU,A3N ANL,A3N ANL
CMDU,A3S ANL,A3S ANL
CMDU,A3SANL,AUSTRALIA - SOUTHERN EXPRESS SERVICE
CMDU,BALT1,SSL EUROPE BALT1 CONTAINERSHIPS SERVICE
CMDU,BALT2,SSL EUROPE BALT2 CONTAINERSHIPS SERVICE
CMDU,BALT3,SSL EUROPE BALT3 CONTAINERSHIPS SERVICE
CMDU,BBX,BENGAL BAY EXPRESS SERVICE
CMDU,BBX2,BENGAL BAY EXPRESS SERVICE 2
CMDU,BBX3CNC,BENGAL BAY EXPRESS SERVICE 3
CMDU,BEX,BOSPHORUS EXPRESS SERVICE
CMDU,BEX2,PHOENICIAN EXPRESS SERVICE
CMDU,BGDFX1,GAF BANGLADESH FEEDER SERVICE - BGDX1
CMDU,BGDFX2,GAF BANGLADESH FEEDER SERVICE - BGDX2
CMDU,BGS01,SSLEUR BGS BELFAST ROTTERDAM SERVICE
CMDU,BGS02,SSL EUROPE BGS CORK - ROTTERDAM SERVICE
CMDU,BIGEX,BANGLADESH INDIA GULF EXPRESS SERVICE
CMDU,BIJAGOS,BIJAGOS SHUTTLE SERVICE
CMDU,BLCKSEA1,3PF BLACK SEA SERVICE 1
CMDU,BLXCS,BALTIC EXPRESS CONTAINERSHIPS SERVICE
CMDU,BMXCNC,SOUTH EAST ASIA SERVICE
CMDU,BOHAI,BOHAI SERVICE
CMDU,BOHAM,SSL EUROPE BOTHNIA HAMBURG FEEDER SERVICE
CMDU,BOHAM2,SSL EUROPE BOTHNIA HAMBURG FEEDER SERVICE 2
CMDU,BOHAM3,SSL EUROPE BOTHNIA HAMBURG FEEDER 3
CMDU,BRACOMRC,BRACOMRC SERVICE
CMDU,BRASEX,BRAZIL EXPRESS SERVICE
CMDU,BRAZEX,BRAZEX
CMDU,Brazil Express,Brazil Express
CMDU,BREST2,SSL EUROPE BREST ROTTERDAM FEEDER SERVICE 2
CMDU,BSMAR,SSL MEDITERRANEAN BLACK SEA MARMARA MOROCCO SERVICE
CMDU,CABFD,CABINDA FEEDER SERVICE
CMDU,Cabinda Feeder,Cabinda Feeder
CMDU,CAGML,CAGEMA MAIN LINER SERVICE
CMDU,CAGML2,CAGEMA MAIN LINER LOOP 2
CMDU,CAGML3,CAGEMA MAIN LINER LOOP 3
CMDU,CALFB,CALIFORNIA BRIDGE SERVICE
CMDU,CALIFORNIA BRIDGE,CALIFORNIA BRIDGE
CMDU,CARIFEED,Caribbean Feeder
CMDU,CAX,SSLEUR ALGECIRAS - BILBAO FEEDER - ESALGCAX
CMDU,CBX,CHESAPEAKE BAY EXPRESS SERVICE
CMDU,CCSR,GAF COLOMBO CHITTAGONG SERVICE
CMDU,CGX,SSL MEDITERRANEAN  CAUCASUS GEORGIA EXPRESS SERVICE
CMDU,Cimex 6 Jade Express,Cimex 6 Jade Express
CMDU,CIMEX1,CHINA INDIA MIDDLE EAST EXPRESS SERVICE 1
CMDU,CIMEX5,CHINA INDIA MIDDLE EAST EXPRESS SERVICE 5
CMDU,CIMEX7,CHINA INDIA MIDDLE EAST EXPRESS SERVICE 7
CMDU,CISSCS,CISS CONTAINERSHIPS SERVICE
CMDU,CIX,CHINA INDIA EXPRESS SERVICE
CMDU,CJX,Columbus JAX
CMDU,CKX,COLOMBO KOLKATA EXPRESS SERVICE
CMDU,CMS2,CHINA MALAYSIA SERVICE 2 - CME
CMDU,CMX6JDX,Cimex 6 Jade Express
CMDU,CNNGB04,INCHON - NINGBO - INCHON SERVICE
CMDU,CPNW,COLUMBUS PNW SERVICE
CMDU,CP2CNC,CHINA - PHILIPPINES - HONG KONG CHINA SERVICE
CMDU,CP6,CHINA - PHILIPPINES SERVICE 6
CMDU,CP8,CHINA PHILIPPINES SERVICE 8
CMDU,CRF,CENTRAL RANGE FEEDER SERVICE
CMDU,CROSSMED,CROSS MEDITERRANEAN SERVICE
CMDU,CS1,CHINA - SOUTH EAST ASIA SERVICE 1
CMDU,CS2CNC,SOUTH EAST ASIA LOOP 2
CMDU,CTE,CHINA - TAIWAN SERVICE
CMDU,CT1,CHINA - THAILAND - SERVICE 1
CMDU,CT2CNC,CHINA - THAILAND SERVICE 2
CMDU,CVI,CHINA - VIETANM - INDONESIA SERVICE
CMDU,CVS,GAF CENTRAL VIETNAM SERVICE
CMDU,CV2,CHINA - VIETNAM SERVICE 2
CMDU,C2X,COLOMBIA - PANAMA EXPRESS SERVICE
CMDU,DAH,Dahlia service
CMDU,DENMS1,SSL EUROPE DENMARK SERVICE 1
CMDU,DENMS2,SSL EUROPE DENMARK SERVICE 2
CMDU,DENMS3,SSL EUROPE DENMARK SERVICE 3
CMDU,DKXCS,DENMARK EXPRESS CS SERVICE
CMDU,DLAFD3,DOUALA FEEDER SERVICE 3
CMDU,DUBANR,SSL EUROPE DUBLIN ANTWERP FEEDER SERVICE
CMDU,DUBARST,SSL EUROPE DUBLIN RST APM FEEDER SERVICE
CMDU,DUBLINRS,SSLEUR DUBLIN ROTTERDAM SERVICE
CMDU,DUBRST2,SSL EUROPE DUBLIN RST FEEDER SERVICE
CMDU,DUNRO,SSL EUROPE DUNKERQUE ROTTERDAM SERVICE
CMDU,ECUKS1,SSL EUROPE EAST COAST UNITED KINGDOM ROTTERDAM SERVICE 1
CMDU,ECUKS2,SSL EUROPE EAST COAST UNITED KINGDOM ROTTERDAM SERVICE 2
CMDU,ECUKS3,SSL EUROPE EAST COAST UNITED KINGDOM ROTTERDAM SERVICE 3
CMDU,ECUKS4,SSL EUROPE EAST COAST UNITED KINGDOM TEESPORT SERVICE 4
CMDU,ECUKS6,SSL EUROPE ROTTERDAM HULL SERVICE
CMDU,EGYPT,3PF INTRA EGYPT SERVICE
CMDU,EGYPT1,3PF INTRA EGYPT SERVICE 1
CMDU,EGY3PF,3PF EGYPT DUMMY FEEDER SERVICE
CMDU,ELDORADO,ELDORADO SHUTTLE SERVICE
CMDU,EMED1,SSLMED EAST MED EXPRESS 1
CMDU,EPIC,Europe Pakistan India Consortium
CMDU,EPIC2,EUROPE PAKISTAN INDIA CONSORTIUM SERVICE 2
CMDU,EUNCL1,SSL EUROPE NCL HAMBURG BREMERHAVEN SERVICE
CMDU,EUNCL2,SSL EUROPE NCL ROTTERDAM WC NORWAY - ORKANGER SERVICE
CMDU,EUNCL4,SSL EUROPE NCL ROTTERDAM WEST COAST NORWAY -  STOKMARKNES SERVICE
CMDU,EURAF1,EUROPE AFRIQUE SERVICE 1
CMDU,EURAF2,EUROPE AFRIQUE SERVICE 2
CMDU,EURAF3,Europe Afrique 3
CMDU,EURAF4,EUROPE AFRIQUE SERVICE 4
CMDU,EURAF5,EUROPE AFRIQUE SERVICE 5
CMDU,EUROMAR,Europe Morocco Service
CMDU,EXX,EAGLE EXPRESS SERVICE X
CMDU,EX1,EAGLE EXPRESS SERVICE 1
CMDU,FAL 3,FRENCH ASIA LINE 3
CMDU,FAL1,FRENCH ASIA LINE 1
CMDU,FAL2,FRENCH ASIA LINE 2
CMDU,FAL3,FRENCH ASIA LINE 3
CMDU,FAL5,FRENCH ASIA LINE 5
CMDU,FAL6,FRENCH ASIA LINE 6
CMDU,FAL7,FRENCH ASIA LINE 7
CMDU,FAL8,FRENCH ASIA LINE 8
CMDU,FBLEB,SSLEUR BALTIC SHUTTLE DUMMY SERVICE E
CMDU,FEASIA8,FAR EAST ASIA FEEDER SERVICE 8
CMDU,FEASIA9,FAR EAST ASIA FEEDER SERVICE 9
CMDU,FEMEX1,SSL MEDITERRANEAN AEGEAN SHUTTLE SERVICE 1
CMDU,FINL3,FINLAND KOTKA HELSINKI SERVICE 3
CMDU,FLXCS,FINLAND - EXPRESS - CONTAINERSHIPS SERVICE
CMDU,FUJI,Fuji Service
CMDU,GERSWED,SSL EUROPE - GERMANY - SWEDEN SERVICE
CMDU,GETEX,GREECE EGYPT TURKEY EXPRESS SERVICE
CMDU,GEX,GUANGDONG EXPRESS SERVICE
CMDU,GGB,Golden Gate Bridge
CMDU,GMXP,GULF OF MEXICO EXPRESS SERVICE
CMDU,GRMAR1,3PF PIRAEUS MARMARA SERVICE
CMDU,GTL,SSLMED GREECE TURKEY LYBIA SERVICE
CMDU,GULFBEL,FAS JEBEL ALI FEEDER SERVICE
CMDU,GULFEINF-LOOP1,FAS GULF EMIRATES INDIA FEEDER SERVICE
CMDU,GULFEIN1,FAS GULF EMIRATES INDIA FEEDER SERVICE 1
CMDU,GULFEKHF-LOOP1,FAS GULF EMIRATES KARACHI HAMAD FEEDER SERVICE
CMDU,GULFEKHF-LOOP2,FAS GULF EMIRATES KARACHI HAMAD FEEDER SERVICE
CMDU,GULFEMF1,FAS - GULF EMIRATES BAHRAIN FEEDER SERVICE
CMDU,GULFEMF2,FAS GULF KUWAIT FEEDER SERVICE
CMDU,GULFEMIF-LOOP1,FAS GULF FEEDER NETWORK SERVICE
CMDU,GULFEMIF-LOOP2,FAS GULF FEEDER NETWORK SERVICE
CMDU,GULFFEX,FAS OMAN CONTAINER FEX LINE SERVICE
CMDU,GULFFJR,FAS JEBEL ALI FUJERAH SERVICE
CMDU,GULFHERC,FAS HERCULES SERVICE
CMDU,GULFIG1,FAS INDIA - GULF SERVICE 1
CMDU,GULFISI,FAS INDIA GULF - IRAK SERVICE
CMDU,GULFJJS1,FAS GULF JEDDAH FEEDER SERVICE 1
CMDU,GULFJJS2,FAS GULF JEDDAH FEEDER SERVICE 2
CMDU,GULFJYS,SSL EUROPE JEBEL ALI YEMEN SERVICE
CMDU,GULFOMAF,FAS GULF OMAN FEEDER SERVICE
CMDU,GULFOMF2,FAS GULF OMAN FEEDER SERVICE 2
CMDU,GUYANAS,GUYANAS CARIBBEAN SERVICE
CMDU,GUYANAS2,GUYANAS CARIBBEAN SERVICE 2
CMDU,HAMRAU,SSLEUR UFS HAMBURG RAUMA SERVICE
CMDU,HBB,Hangzhou Bay Bridge
CMDU,HHXCNC,HONG KONG - HAIPHONG SERVICE
CMDU,HHX3CNC,HONG KONG - HAIPHONG EXPRESS SERVICE 3
CMDU,HIXP,Hibiscus Express
CMDU,HSF1,HAIPHONG - SINGAPORE FEDDER SERVICE 1
CMDU,IAS1,SSL EAST MEDITERRANEAN INTRA AEGEAN SERVICE
CMDU,IAX1,SSL EAST MEDITERRANEAN INTRA AEGEAN EXPRESS SERVICE
CMDU,IA88CNC,CHINA - JAPAN - VIETNAM SERVICE
CMDU,IEX,INDIA EAST COAST EXPRESS SERVICE
CMDU,INCAS,INCA SHUTTLE SERVICE
CMDU,INDAMEX,INDIA AMERICA EXPRESS SERVICE
CMDU,INDAMEX2,INDIA AMERICA EXPRESS 2
CMDU,INDIAGULF,INDIA GULF SERVICE
CMDU,INDIGO2,INDIGO SERVICE 2
CMDU,INDIGO3,Indigo Service 3
CMDU,INDKHIQ,FAS INDIAN SUB CONTINENT KHALIFA AND IRAQ SERVICE
CMDU,IOFEED2,INDIAN OCEAN FEEDER SERVICE 2
CMDU,IOFEED3,INDIAN OCEAN FEEDER SERVICE 3
CMDU,IRISHS1,SSL EUROPE IRISH DUBLIN SERVICE 1
CMDU,IRISHS2,Irish Cork Service 2 / ISX4
CMDU,IRISHS5,SSLEUR IRISH BELFAST SERVICE 5
